query_line,query_text_preview,verse_reference,verse_text_preview,similarity_score
533,"Not a dollar, not a dime of its millions were loaned by me, or with my approval. The fact is, and all investigation shows it, that I was married to a corpse. The fine building, with its marble counter",2 Kings 12:13,"Howbeit there were not made for the house of the LORD bowls of silver, snuffers, basons, trumpets, any vessels of gold, or vessels of silver, of the money that was brought into the house of the LORD:",-8.4077
301,"He seemed to me an all-sufficient match to every opponent, whether they spoke in the name of the law or the gospel. His words were full of holy fire, and straight to the point. Something of a hero-wor",Genesis 28:15,"And, behold, I am with thee, and will keep thee in all places whither thou goest, and will bring thee again into this land; for I will not leave thee, until I have done that which I have spoken to the",-8.4086
317,"My old and dear friend J. N. Buffum made a point against the company that they ""often allowed dogs and monkeys to ride in first-class cars, and yet excluded a man like Frederick Douglass!"" In a very f",Ezekiel 3:25,"But thou, O son of man, behold, they shall put bands upon thee, and shall bind thee with them, and thou shalt not go out among them:",-8.4094
317,"My old and dear friend J. N. Buffum made a point against the company that they ""often allowed dogs and monkeys to ride in first-class cars, and yet excluded a man like Frederick Douglass!"" In a very f",1 Corinthians 7:1,Now concerning the things whereof ye wrote unto me: It is good for a man not to touch a woman.,-8.4123
18,"The day had been an exciting and wearisome one, and I know not where, but I suppose I sobbed myself to sleep; and its balm was never more welcome to any wounded soul than to mine. The reader may be su",Judges 16:17,"That he told her all his heart, and said unto her, There hath not come a razor upon mine head; for I have been a Nazarite unto God from my mother’s womb: if I be shaven, then my strength will go from ",-8.4142
652,"But I meant here only to say a word in conclusion. Forty years of my life have been given to the cause of my people, and if I had forty years more they should all be sacredly given to the same great c",Psalms 116:10,"I believed, therefore have I spoken: I was greatly afflicted:",-8.4230
83,"One of the commonest sayings to which my ears early became accustomed, was, that it was ""worth but a half a cent to kill a nigger, and half a cent to bury one."" While I heard of numerous murders commi",1 Corinthians 7:1,Now concerning the things whereof ye wrote unto me: It is good for a man not to touch a woman.,-8.4251
517,"I was called forward and responded with all the energy of my soul, for I looked upon suffrage to the Negro as the only measure which could prevent him from being thrust back into slavery. From this ti",Genesis 47:19,"Wherefore shall we die before thine eyes, both we and our land? buy us and our land for bread, and we and our land will be servants unto Pharaoh: and give us seed, that we may live, and not die, that ",-8.4276
18,"The day had been an exciting and wearisome one, and I know not where, but I suppose I sobbed myself to sleep; and its balm was never more welcome to any wounded soul than to mine. The reader may be su",Genesis 27:45,"Until thy brother’s anger turn away from thee, and he forget that which thou hast done to him: then I will send, and fetch thee from thence: why should I be deprived also of you",-8.4340
382,"The surrounding country is remarkable for its fertility, and the city itself possesses one of the finest water-powers in the world. It is on the line of the New York Central railroad—a line that, with",Ezekiel 47:9,"And it shall come to pass, that every thing that liveth, which moveth, whithersoever the rivers shall come, shall live: and there shall be a very great multitude of fish, because these waters shall co",-8.4385
665,The madness of Guiteau was but the exaggerated madness of other men. It is impossible to measure the evil which this craving madness may yet bring upon the country. Any civil-service reform which will,Isaiah 29:8,"It shall even be as when an hungry man dreameth, and, behold, he eateth; but he awaketh, and his soul is empty: or as when a thirsty man dreameth, and, behold, he drinketh; but he awaketh, and, behold",-8.4451
382,"The surrounding country is remarkable for its fertility, and the city itself possesses one of the finest water-powers in the world. It is on the line of the New York Central railroad—a line that, with",Isaiah 57:13,"When thou criest, let thy companies deliver thee; but the wind shall carry them all away; vanity shall take them: but he that putteth his trust in me shall possess the land, and shall inherit my holy",-8.4480
169,She never allowed me to go there without giving me bread enough to make good the deficiencies of a day or two. Master Thomas at last resolved to endure my behavior no longer; he could keep neither me ,Judges 16:17,"That he told her all his heart, and said unto her, There hath not come a razor upon mine head; for I have been a Nazarite unto God from my mother’s womb: if I be shaven, then my strength will go from ",-8.4528
66,Some idea of the splendor of that place sixty years ago has already been given. The contrast between the condition of the slaves and that of their masters was marvelously sharp and striking. There wer,Isaiah 29:8,"It shall even be as when an hungry man dreameth, and, behold, he eateth; but he awaketh, and his soul is empty: or as when a thirsty man dreameth, and, behold, he drinketh; but he awaketh, and, behold",-8.4554
517,"I was called forward and responded with all the energy of my soul, for I looked upon suffrage to the Negro as the only measure which could prevent him from being thrust back into slavery. From this ti",Genesis 28:15,"And, behold, I am with thee, and will keep thee in all places whither thou goest, and will bring thee again into this land; for I will not leave thee, until I have done that which I have spoken to the",-8.4566
533,"Not a dollar, not a dime of its millions were loaned by me, or with my approval. The fact is, and all investigation shows it, that I was married to a corpse. The fine building, with its marble counter",Deuteronomy 24:5,"When a man hath taken a new wife, he shall not go out to war, neither shall he be charged with any business: but he shall be free at home one year, and shall cheer up his wife which he hath taken.",-8.4707
733,"It is a reciprocal understanding. I do not think that when I ride with an educated, polished rascal he is thereby made my equal, or that when I ride with a numskull it makes him my equal. Social equal",Romans 12:16,"Be of the same mind one toward another. Mind not high things, but condescend to men of low estate. Be not wise in your own conceits.",-8.4720
66,Some idea of the splendor of that place sixty years ago has already been given. The contrast between the condition of the slaves and that of their masters was marvelously sharp and striking. There wer,Jeremiah 33:11,"The voice of joy, and the voice of gladness, the voice of the bridegroom, and the voice of the bride, the voice of them that shall say, Praise the LORD of hosts: for the LORD is good; for his mercy en",-8.4782
733,"It is a reciprocal understanding. I do not think that when I ride with an educated, polished rascal he is thereby made my equal, or that when I ride with a numskull it makes him my equal. Social equal",Matthew 26:24,The Son of man goeth as it is written of him: but woe unto that man by whom the Son of man is betrayed! it had been good for that man if he had not been born.,-8.4836
123,"In addition to these opportunities, sleeping as I did in the kitchen loft, a room seldom visited by any of the family, I contrived to get a flour-barrel up there and a chair, and upon the head of that",1 Kings 20:29,"And he said, Let me go, I pray thee; for our family hath a sacrifice in the city; and my brother, he hath commanded me to be there: and now, if I have found favour in thine eyes, let me get away, I pr",-8.4836
668,It need not be said to those who knew the character and composition of Senator Conkling that it was impossible for him to tolerate or excuse a broken promise. No man more than he considered a man's wo,Malachi 1:6,"A son honoureth his father, and a servant his master: if then I be a father, where is mine honour? and if I be a master, where is my fear? saith the LORD of hosts unto you, O priests, that despise my",-8.4878
240,"We were generally a unit, and moved together. Thoughts and sentiments were exchanged between us which might well have been considered incendiary had they been known by our masters. The slaveholder, we",2 Corinthians 12:18,"I desired Titus, and with him I sent a brother. Did Titus make a gain of you? walked we not in the same spirit? walked we not in the",-8.4900
18,"The day had been an exciting and wearisome one, and I know not where, but I suppose I sobbed myself to sleep; and its balm was never more welcome to any wounded soul than to mine. The reader may be su",1 Corinthians 15:43,It is sown in dishonour; it is raised in glory: it is sown in weakness; it is raised,-8.4910
317,"My old and dear friend J. N. Buffum made a point against the company that they ""often allowed dogs and monkeys to ride in first-class cars, and yet excluded a man like Frederick Douglass!"" In a very f",Leviticus 19:19,Ye shall keep my statutes. Thou shalt not let thy cattle gender with a diverse kind: thou shalt not sow thy field with mingled seed: neither shall a garment mingled of linen and woollen come upon thee,-8.5029
382,"The surrounding country is remarkable for its fertility, and the city itself possesses one of the finest water-powers in the world. It is on the line of the New York Central railroad—a line that, with",Genesis 47:19,"Wherefore shall we die before thine eyes, both we and our land? buy us and our land for bread, and we and our land will be servants unto Pharaoh: and give us seed, that we may live, and not die, that ",-8.5106
416,"Lossing, the historian), will show by what means the governor of Virginia meant to get me into his power, and that my apprehensions of arrest were not altogether groundless:
There is no reason to doub",1 Chronicles 21:12,"Either three years’ famine; or three months to be destroyed before thy foes, while that the sword of thine enemies overtaketh thee; or else three days the sword of the LORD, even the pestilence, in th",-8.5124
416,"Lossing, the historian), will show by what means the governor of Virginia meant to get me into his power, and that my apprehensions of arrest were not altogether groundless:
There is no reason to doub",Genesis 27:45,"Until thy brother’s anger turn away from thee, and he forget that which thou hast done to him: then I will send, and fetch thee from thence: why should I be deprived also of you",-8.5164
187,"There is a better day coming.""
I shall never be able to narrate half the mental experience through which it was my lot to pass, during my stay at Covey's. I was completely wrecked, changed, and bewild",Deuteronomy 15:18,"It shall not seem hard unto thee, when thou sendest him away free from thee; for he hath been worth a double hired servant to thee, in serving thee six years: and the LORD thy God shall bless thee in ",-8.5209
517,"I was called forward and responded with all the energy of my soul, for I looked upon suffrage to the Negro as the only measure which could prevent him from being thrust back into slavery. From this ti",Romans 14:4,"Who art thou that judgest another man’s servant? to his own master he standeth or falleth. Yea, he shall be holden up: for God is able to make him stand.",-8.5283
66,Some idea of the splendor of that place sixty years ago has already been given. The contrast between the condition of the slaves and that of their masters was marvelously sharp and striking. There wer,Isaiah 57:13,"When thou criest, let thy companies deliver thee; but the wind shall carry them all away; vanity shall take them: but he that putteth his trust in me shall possess the land, and shall inherit my holy",-8.5283
652,"But I meant here only to say a word in conclusion. Forty years of my life have been given to the cause of my people, and if I had forty years more they should all be sacredly given to the same great c",1 Corinthians 13:4,"Charity suffereth long, and is kind; charity envieth not; charity",-8.5425
738,"Of this class I was not one. I knew that however bad the Republican party was, the Democratic party was much worse. The elements of which the Republican party was composed gave better # Chapter_49
SEP",Habakkuk 1:13,"Thou art of purer eyes than to behold evil, and canst not look on iniquity: wherefore lookest thou upon them that deal treacherously, and holdest thy tongue when the wicked devoureth the man that is m",-8.5482
733,"It is a reciprocal understanding. I do not think that when I ride with an educated, polished rascal he is thereby made my equal, or that when I ride with a numskull it makes him my equal. Social equal",John 7:43,So there was a division among the people because of him.,-8.5487
416,"Lossing, the historian), will show by what means the governor of Virginia meant to get me into his power, and that my apprehensions of arrest were not altogether groundless:
There is no reason to doub",2 Kings 24:13,"So Gad came to David, and told him, and said unto him, Shall seven years of famine come unto thee in thy land? or wilt thou flee three months before thine enemies, while they pursue thee? or that ther",-8.5524
66,Some idea of the splendor of that place sixty years ago has already been given. The contrast between the condition of the slaves and that of their masters was marvelously sharp and striking. There wer,Deuteronomy 14:26,"And thou shalt bestow that money for whatsoever thy soul lusteth after, for oxen, or for sheep, or for wine, or for strong drink, or for whatsoever thy soul desireth: and thou shalt eat there before t",-8.5533
850,"All must see that the effect of this was calculated to weaken our higher claim and to place us at a disadvantage before Haïti and before all the world. ""And now, since the American people have been ma",Deuteronomy 12:30,"Take heed to thyself that thou be not snared by following them, after that they be destroyed from before thee; and that thou enquire not after their gods, saying, How did these nations serve their god",-8.5556
652,"But I meant here only to say a word in conclusion. Forty years of my life have been given to the cause of my people, and if I had forty years more they should all be sacredly given to the same great c",1 Kings 2:2,I go the way of all the earth: be thou,-8.5602
382,"The surrounding country is remarkable for its fertility, and the city itself possesses one of the finest water-powers in the world. It is on the line of the New York Central railroad—a line that, with",1 Kings 9:6,"And he said unto him, Behold now, there is in this city a man of God, and he is an honourable man; all that he saith cometh surely to pass: now let us go thither; peradventure he can shew us our way t",-8.5638
382,"The surrounding country is remarkable for its fertility, and the city itself possesses one of the finest water-powers in the world. It is on the line of the New York Central railroad—a line that, with",Ecclesiastes 2:21,"For there is a man whose labour is in wisdom, and in knowledge, and in equity; yet to a man that hath not laboured therein shall he leave it for his portion. This also is vanity and a great evil.",-8.5722
66,Some idea of the splendor of that place sixty years ago has already been given. The contrast between the condition of the slaves and that of their masters was marvelously sharp and striking. There wer,Exodus 8:3,"And the river shall bring forth frogs abundantly, which shall go up and come into thine house, and into thy bedchamber, and upon thy bed, and into the house of thy servants, and upon thy people, and i",-8.5793
169,She never allowed me to go there without giving me bread enough to make good the deficiencies of a day or two. Master Thomas at last resolved to endure my behavior no longer; he could keep neither me ,Isaiah 57:13,"When thou criest, let thy companies deliver thee; but the wind shall carry them all away; vanity shall take them: but he that putteth his trust in me shall possess the land, and shall inherit my holy",-8.5810
799,"The Republican party and the nation were pledged to the protection of the constitutional rights of the colored citizens. If it refused to perform its promise, it would be false to its highest trust. A",Genesis 47:19,"Wherefore shall we die before thine eyes, both we and our land? buy us and our land for bread, and we and our land will be servants unto Pharaoh: and give us seed, that we may live, and not die, that ",-8.5925
18,"The day had been an exciting and wearisome one, and I know not where, but I suppose I sobbed myself to sleep; and its balm was never more welcome to any wounded soul than to mine. The reader may be su",Deuteronomy 8:15,"Who led thee through that great and terrible wilderness, wherein were fiery serpents, and scorpions, and drought, where there was no water; who brought thee",-8.5949
317,"My old and dear friend J. N. Buffum made a point against the company that they ""often allowed dogs and monkeys to ride in first-class cars, and yet excluded a man like Frederick Douglass!"" In a very f",Jeremiah 40:4,"And now, behold, I loose thee this day from the chains which were upon thine hand. If it seem good unto thee to come with me into Babylon, come; and I will look well unto thee: but if it seem ill unto",-8.6036
733,"It is a reciprocal understanding. I do not think that when I ride with an educated, polished rascal he is thereby made my equal, or that when I ride with a numskull it makes him my equal. Social equal",Romans 14:4,"Who art thou that judgest another man’s servant? to his own master he standeth or falleth. Yea, he shall be holden up: for God is able to make him stand.",-8.6051
169,She never allowed me to go there without giving me bread enough to make good the deficiencies of a day or two. Master Thomas at last resolved to endure my behavior no longer; he could keep neither me ,Jeremiah 40:4,"And now, behold, I loose thee this day from the chains which were upon thine hand. If it seem good unto thee to come with me into Babylon, come; and I will look well unto thee: but if it seem ill unto",-8.6078
382,"The surrounding country is remarkable for its fertility, and the city itself possesses one of the finest water-powers in the world. It is on the line of the New York Central railroad—a line that, with",Ecclesiastes 8:14,"There is a vanity which is done upon the earth; that there be just men, unto whom it happeneth according to the work of the wicked; again, there be wicked men, to whom it happeneth according to the wo",-8.6087
738,"Of this class I was not one. I knew that however bad the Republican party was, the Democratic party was much worse. The elements of which the Republican party was composed gave better # Chapter_49
SEP",Mark 14:21,"The Son of man indeed goeth, as it is written of him: but woe to that man by whom the Son of man is betrayed! good were it for that man if he had never been born.",-8.6319
18,"The day had been an exciting and wearisome one, and I know not where, but I suppose I sobbed myself to sleep; and its balm was never more welcome to any wounded soul than to mine. The reader may be su",Nahum 3:15,"There shall the fire devour thee; the sword shall cut thee off, it shall eat thee up like the cankerworm: make thyself many as the cankerworm, make thyself many as the locusts.",-8.6350
364,"It was rather hard, after having enjoyed for so long a time equal social privileges, after dining with persons of great literary, social, political, and religious eminence, and never, during the whole",Ecclesiastes 6:2,"A man to whom God hath given riches, wealth, and honour, so that he wanteth nothing for his soul of all that he desireth, yet God giveth him not power to eat thereof, but a stranger eateth it: this is",-8.6417
364,"It was rather hard, after having enjoyed for so long a time equal social privileges, after dining with persons of great literary, social, political, and religious eminence, and never, during the whole",2 Peter 1:6,And to knowledge temperance; and to,-8.6473
738,"Of this class I was not one. I knew that however bad the Republican party was, the Democratic party was much worse. The elements of which the Republican party was composed gave better # Chapter_49
SEP",Matthew 26:24,The Son of man goeth as it is written of him: but woe unto that man by whom the Son of man is betrayed! it had been good for that man if he had not been born.,-8.6558
187,"There is a better day coming.""
I shall never be able to narrate half the mental experience through which it was my lot to pass, during my stay at Covey's. I was completely wrecked, changed, and bewild",Genesis 47:4,"They said morever unto Pharaoh, For to sojourn in the land are we come; for thy servants have no pasture for their flocks; for the famine is sore in the land of Canaan: now therefore, we pray thee, le",-8.6655
652,"But I meant here only to say a word in conclusion. Forty years of my life have been given to the cause of my people, and if I had forty years more they should all be sacredly given to the same great c",Psalms 40:7,"Then said I, Lo, I come: in the volume of the book it is written of me,",-8.6675
382,"The surrounding country is remarkable for its fertility, and the city itself possesses one of the finest water-powers in the world. It is on the line of the New York Central railroad—a line that, with",Exodus 8:3,"And the river shall bring forth frogs abundantly, which shall go up and come into thine house, and into thy bedchamber, and upon thy bed, and into the house of thy servants, and upon thy people, and i",-8.6776
738,"Of this class I was not one. I knew that however bad the Republican party was, the Democratic party was much worse. The elements of which the Republican party was composed gave better # Chapter_49
SEP",1 Chronicles 25:26,The nineteenth to,-8.6867
169,She never allowed me to go there without giving me bread enough to make good the deficiencies of a day or two. Master Thomas at last resolved to endure my behavior no longer; he could keep neither me ,Genesis 27:45,"Until thy brother’s anger turn away from thee, and he forget that which thou hast done to him: then I will send, and fetch thee from thence: why should I be deprived also of you",-8.6874
382,"The surrounding country is remarkable for its fertility, and the city itself possesses one of the finest water-powers in the world. It is on the line of the New York Central railroad—a line that, with",1 Kings 9:13,"As soon as ye be come into the city, ye shall straightway find him, before he go up to the high place to eat: for the people will not eat until he come, because he doth bless the sacrifice; and afterw",-8.6886
83,"One of the commonest sayings to which my ears early became accustomed, was, that it was ""worth but a half a cent to kill a nigger, and half a cent to bury one."" While I heard of numerous murders commi",1 Corinthians 7:27,Art thou bound unto a wife? seek not to be loosed. Art thou loosed from a wife? seek not a wife.,-8.6966
416,"Lossing, the historian), will show by what means the governor of Virginia meant to get me into his power, and that my apprehensions of arrest were not altogether groundless:
There is no reason to doub",Genesis 42:33,"And the man, the lord of the country, said unto us, Hereby shall I know that ye are true men; leave one of your brethren here with me, and take food for the famine of your households, and be gone: 42:",-8.7027
96,"I may say here that I regard my removal from Col. Lloyd's plantation as one of the most interesting and fortunate events of my life. Viewing it in the light of human likelihoods, it is quite probable ",1 Corinthians 7:1,Now concerning the things whereof ye wrote unto me: It is good for a man not to touch a woman.,-8.7137
187,"There is a better day coming.""
I shall never be able to narrate half the mental experience through which it was my lot to pass, during my stay at Covey's. I was completely wrecked, changed, and bewild",Jeremiah 40:4,"And now, behold, I loose thee this day from the chains which were upon thine hand. If it seem good unto thee to come with me into Babylon, come; and I will look well unto thee: but if it seem ill unto",-8.7185
803,"But with the negotiations in the hands of Rear-Admiral Gherardi a decision must be reached shortly. Admiral Gherardi is sent to resuscitate the negotiations. Admiral Gherardi will succeed eventually.""",Genesis 47:19,"Wherefore shall we die before thine eyes, both we and our land? buy us and our land for bread, and we and our land will be servants unto Pharaoh: and give us seed, that we may live, and not die, that ",-8.7274
803,"But with the negotiations in the hands of Rear-Admiral Gherardi a decision must be reached shortly. Admiral Gherardi is sent to resuscitate the negotiations. Admiral Gherardi will succeed eventually.""",Revelation 13:10,He that leadeth into captivity shall go into captivity: he that killeth with the sword must be killed with the sword. Here is the patience and the faith of the saints.,-8.7298
18,"The day had been an exciting and wearisome one, and I know not where, but I suppose I sobbed myself to sleep; and its balm was never more welcome to any wounded soul than to mine. The reader may be su",Malachi 1:6,"A son honoureth his father, and a servant his master: if then I be a father, where is mine honour? and if I be a master, where is my fear? saith the LORD of hosts unto you, O priests, that despise my",-8.7381
738,"Of this class I was not one. I knew that however bad the Republican party was, the Democratic party was much worse. The elements of which the Republican party was composed gave better # Chapter_49
SEP",1 Kings 25:8,"Ask thy young men, and they will shew thee. Wherefore let the young men find favour in thine eyes: for we come in a good day: give, I pray thee, whatsoever cometh to thine hand unto thy servants, and ",-8.7416
738,"Of this class I was not one. I knew that however bad the Republican party was, the Democratic party was much worse. The elements of which the Republican party was composed gave better # Chapter_49
SEP",Deuteronomy 8:15,"Who led thee through that great and terrible wilderness, wherein were fiery serpents, and scorpions, and drought, where there was no water; who brought thee",-8.7470
66,Some idea of the splendor of that place sixty years ago has already been given. The contrast between the condition of the slaves and that of their masters was marvelously sharp and striking. There wer,1 Corinthians 15:43,It is sown in dishonour; it is raised in glory: it is sown in weakness; it is raised,-8.7505
799,"The Republican party and the nation were pledged to the protection of the constitutional rights of the colored citizens. If it refused to perform its promise, it would be false to its highest trust. A",Leviticus 25:47,"And if a sojourner or stranger wax rich by thee, and thy brother that dwelleth by him wax poor, and sell himself unto the stranger or sojourner by thee, or to the stock of the stranger’s family: 25:48",-8.7594
733,"It is a reciprocal understanding. I do not think that when I ride with an educated, polished rascal he is thereby made my equal, or that when I ride with a numskull it makes him my equal. Social equal",Luke 6:38,"Give, and it shall be given unto you; good measure, pressed down, and shaken together, and running over, shall men give into your bosom. For with the same measure that ye mete withal it shall be measu",-8.7753
533,"Not a dollar, not a dime of its millions were loaned by me, or with my approval. The fact is, and all investigation shows it, that I was married to a corpse. The fine building, with its marble counter",Luke 19:23,"Wherefore then gavest not thou my money into the bank, that at my coming I might",-8.7787
416,"Lossing, the historian), will show by what means the governor of Virginia meant to get me into his power, and that my apprehensions of arrest were not altogether groundless:
There is no reason to doub",Daniel 11:25,And he shall stir up his power and his courage against the king of the south with a great army; and the king of the south shall be stirred up to battle with a very great and mighty army; but he shall ,-8.7871
533,"Not a dollar, not a dime of its millions were loaned by me, or with my approval. The fact is, and all investigation shows it, that I was married to a corpse. The fine building, with its marble counter",Luke 18:2,"Saying, There was in a city a",-8.7900
738,"Of this class I was not one. I knew that however bad the Republican party was, the Democratic party was much worse. The elements of which the Republican party was composed gave better # Chapter_49
SEP",Malachi 1:6,"A son honoureth his father, and a servant his master: if then I be a father, where is mine honour? and if I be a master, where is my fear? saith the LORD of hosts unto you, O priests, that despise my",-8.7934
317,"My old and dear friend J. N. Buffum made a point against the company that they ""often allowed dogs and monkeys to ride in first-class cars, and yet excluded a man like Frederick Douglass!"" In a very f",Judges 7:4,"And the LORD said unto Gideon, The people are yet too many; bring them down unto the water, and I will try them for thee there: and it shall be, that of whom I say unto thee, This shall go with thee, ",-8.8076
187,"There is a better day coming.""
I shall never be able to narrate half the mental experience through which it was my lot to pass, during my stay at Covey's. I was completely wrecked, changed, and bewild",Isaiah 7:21,"And it shall come to pass in that day, that a man shall nourish a",-8.8096
533,"Not a dollar, not a dime of its millions were loaned by me, or with my approval. The fact is, and all investigation shows it, that I was married to a corpse. The fine building, with its marble counter",Proverbs 5:10,Lest strangers be filled with thy wealth; and thy,-8.8246
382,"The surrounding country is remarkable for its fertility, and the city itself possesses one of the finest water-powers in the world. It is on the line of the New York Central railroad—a line that, with",Haggai 1:9,"Ye looked for much, and, lo it came to little; and when ye brought it home, I did blow upon it. Why? saith the LORD of hosts. Because of mine house that is waste, and ye run every man unto his own hou",-8.8308
416,"Lossing, the historian), will show by what means the governor of Virginia meant to get me into his power, and that my apprehensions of arrest were not altogether groundless:
There is no reason to doub",1 Kings 9:16,"To morrow about this time I will send thee a man out of the land of Benjamin, and thou shalt anoint him to be captain over my people Israel, that he may save my people out of the hand of the Philistin",-8.8309
18,"The day had been an exciting and wearisome one, and I know not where, but I suppose I sobbed myself to sleep; and its balm was never more welcome to any wounded soul than to mine. The reader may be su",Jeremiah 33:11,"The voice of joy, and the voice of gladness, the voice of the bridegroom, and the voice of the bride, the voice of them that shall say, Praise the LORD of hosts: for the LORD is good; for his mercy en",-8.8319
364,"It was rather hard, after having enjoyed for so long a time equal social privileges, after dining with persons of great literary, social, political, and religious eminence, and never, during the whole",Nahum 3:11,"Thou also shalt be drunken: thou shalt be hid, thou also shalt seek strength because of the enemy.",-8.8420
364,"It was rather hard, after having enjoyed for so long a time equal social privileges, after dining with persons of great literary, social, political, and religious eminence, and never, during the whole",1 Kings 9:13,"As soon as ye be come into the city, ye shall straightway find him, before he go up to the high place to eat: for the people will not eat until he come, because he doth bless the sacrifice; and afterw",-8.8590
364,"It was rather hard, after having enjoyed for so long a time equal social privileges, after dining with persons of great literary, social, political, and religious eminence, and never, during the whole",Habakkuk 1:13,"Thou art of purer eyes than to behold evil, and canst not look on iniquity: wherefore lookest thou upon them that deal treacherously, and holdest thy tongue when the wicked devoureth the man that is m",-8.8688
123,"In addition to these opportunities, sleeping as I did in the kitchen loft, a room seldom visited by any of the family, I contrived to get a flour-barrel up there and a chair, and upon the head of that",Ruth 3:13,"Tarry this night, and it shall be in the morning, that if he will perform unto thee the part of a kinsman, well; let him do the kinsman’s part: but if he will not do the part of a kinsman to thee, the",-8.8826
590,"I regret that my engagements and duties were such that I could not then and there accept his invitation, for I could not doubt the sincerity with which it was given, or fail to see the value of compli",Romans 16:19,"For your obedience is come abroad unto all men. I am glad therefore on your behalf: but yet I would have you wise unto that which is good, and simple concerning evil.",-8.8881
416,"Lossing, the historian), will show by what means the governor of Virginia meant to get me into his power, and that my apprehensions of arrest were not altogether groundless:
There is no reason to doub",Genesis 28:15,"And, behold, I am with thee, and will keep thee in all places whither thou goest, and will bring thee again into this land; for I will not leave thee, until I have done that which I have spoken to the",-8.8921
187,"There is a better day coming.""
I shall never be able to narrate half the mental experience through which it was my lot to pass, during my stay at Covey's. I was completely wrecked, changed, and bewild",Psalms 84:10,"For a day in thy courts is better than a thousand. I had rather be a doorkeeper in the house of my God, than to dwell in the tents of wickedness.",-8.9146
665,The madness of Guiteau was but the exaggerated madness of other men. It is impossible to measure the evil which this craving madness may yet bring upon the country. Any civil-service reform which will,Romans 16:19,"For your obedience is come abroad unto all men. I am glad therefore on your behalf: but yet I would have you wise unto that which is good, and simple concerning evil.",-8.9167
850,"All must see that the effect of this was calculated to weaken our higher claim and to place us at a disadvantage before Haïti and before all the world. ""And now, since the American people have been ma",Romans 16:19,"For your obedience is come abroad unto all men. I am glad therefore on your behalf: but yet I would have you wise unto that which is good, and simple concerning evil.",-8.9529
416,"Lossing, the historian), will show by what means the governor of Virginia meant to get me into his power, and that my apprehensions of arrest were not altogether groundless:
There is no reason to doub",Jeremiah 40:4,"And now, behold, I loose thee this day from the chains which were upon thine hand. If it seem good unto thee to come with me into Babylon, come; and I will look well unto thee: but if it seem ill unto",-8.9536
850,"All must see that the effect of this was calculated to weaken our higher claim and to place us at a disadvantage before Haïti and before all the world. ""And now, since the American people have been ma",Genesis 47:19,"Wherefore shall we die before thine eyes, both we and our land? buy us and our land for bread, and we and our land will be servants unto Pharaoh: and give us seed, that we may live, and not die, that ",-8.9809
187,"There is a better day coming.""
I shall never be able to narrate half the mental experience through which it was my lot to pass, during my stay at Covey's. I was completely wrecked, changed, and bewild",Nehemiah 5:18,"Now that which was prepared for me daily was one ox and six choice sheep; also fowls were prepared for me, and once in ten days store of all sorts of wine: yet for all this required not I the bread of",-8.9921
187,"There is a better day coming.""
I shall never be able to narrate half the mental experience through which it was my lot to pass, during my stay at Covey's. I was completely wrecked, changed, and bewild",Ecclesiastes 2:24,"There is nothing better for a man, than that he should eat and drink, and that he should make his soul enjoy good in his labour. This also I saw, that it was from the hand of God.",-9.0023
850,"All must see that the effect of this was calculated to weaken our higher claim and to place us at a disadvantage before Haïti and before all the world. ""And now, since the American people have been ma",Ecclesiastes 4:4,"Again, I considered all travail, and every right work, that for this a man is envied of his neighbour. This is also vanity and vexation of spirit.",-9.0060
123,"In addition to these opportunities, sleeping as I did in the kitchen loft, a room seldom visited by any of the family, I contrived to get a flour-barrel up there and a chair, and upon the head of that",Jeremiah 40:4,"And now, behold, I loose thee this day from the chains which were upon thine hand. If it seem good unto thee to come with me into Babylon, come; and I will look well unto thee: but if it seem ill unto",-9.0062
364,"It was rather hard, after having enjoyed for so long a time equal social privileges, after dining with persons of great literary, social, political, and religious eminence, and never, during the whole",Genesis 27:45,"Until thy brother’s anger turn away from thee, and he forget that which thou hast done to him: then I will send, and fetch thee from thence: why should I be deprived also of you",-9.0335
533,"Not a dollar, not a dime of its millions were loaned by me, or with my approval. The fact is, and all investigation shows it, that I was married to a corpse. The fine building, with its marble counter",Isaiah 29:8,"It shall even be as when an hungry man dreameth, and, behold, he eateth; but he awaketh, and his soul is empty: or as when a thirsty man dreameth, and, behold, he drinketh; but he awaketh, and, behold",-9.0502
187,"There is a better day coming.""
I shall never be able to narrate half the mental experience through which it was my lot to pass, during my stay at Covey's. I was completely wrecked, changed, and bewild",Habakkuk 1:13,"Thou art of purer eyes than to behold evil, and canst not look on iniquity: wherefore lookest thou upon them that deal treacherously, and holdest thy tongue when the wicked devoureth the man that is m",-9.0573
364,"It was rather hard, after having enjoyed for so long a time equal social privileges, after dining with persons of great literary, social, political, and religious eminence, and never, during the whole",Proverbs 23:20,Be not among winebibbers; among riotous eaters of flesh: 23:21 For the drunkard and the glutton shall come to poverty: and drowsiness shall clothe a man with rags.,-9.0649
850,"All must see that the effect of this was calculated to weaken our higher claim and to place us at a disadvantage before Haïti and before all the world. ""And now, since the American people have been ma",Psalms 116:10,"I believed, therefore have I spoken: I was greatly afflicted:",-9.0732
590,"I regret that my engagements and duties were such that I could not then and there accept his invitation, for I could not doubt the sincerity with which it was given, or fail to see the value of compli",Jeremiah 40:4,"And now, behold, I loose thee this day from the chains which were upon thine hand. If it seem good unto thee to come with me into Babylon, come; and I will look well unto thee: but if it seem ill unto",-9.0886
